"query_id","query_name","row_number","result_json"
14,"Seller Risk",460,"{""seller"": ""b8630e1121437d41cb08e3c749c2c2e2"", ""sales_value"": 7334.10, ""delivered_orders"": 12, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3333333333333333, ""on_time_delivery_rate"": 83.33}"
14,"Seller Risk",461,"{""seller"": ""40d54b51e962dbe09cabbcfd33298dee"", ""sales_value"": 7323.25, ""delivered_orders"": 30, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0000000000000000, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",462,"{""seller"": ""54065e9aef7e9e9c2dc23b7594db021a"", ""sales_value"": 7321.78, ""delivered_orders"": 12, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3333333333333333, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",463,"{""seller"": ""ba143b05f0110f0dc71ad71b4466ce92"", ""sales_value"": 7309.37, ""delivered_orders"": 83, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4578313253012048, ""on_time_delivery_rate"": 84.34}"
14,"Seller Risk",464,"{""seller"": ""4c03b9dd4c11ee2cb35c96c49efc9420"", ""sales_value"": 7302.33, ""delivered_orders"": 48, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1063829787234043, ""on_time_delivery_rate"": 97.92}"
14,"Seller Risk",465,"{""seller"": ""bd4889b5e9133b35b66e42a8665cea5c"", ""sales_value"": 7256.54, ""delivered_orders"": 36, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4000000000000000, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",466,"{""seller"": ""e5e33c0d8e7e002f398f5dc4cbbb338f"", ""sales_value"": 7240.85, ""delivered_orders"": 26, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.5769230769230769, ""on_time_delivery_rate"": 88.46}"
14,"Seller Risk",467,"{""seller"": ""5670f4db5b62c43d542e1b2d56b0cf7c"", ""sales_value"": 7212.65, ""delivered_orders"": 22, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4090909090909091, ""on_time_delivery_rate"": 95.45}"
14,"Seller Risk",468,"{""seller"": ""02f623a8eb246f3c5f7c2f96462654e6"", ""sales_value"": 7207.63, ""delivered_orders"": 44, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.5581395348837209, ""on_time_delivery_rate"": 90.91}"
14,"Seller Risk",469,"{""seller"": ""ea67327e24487bdfac5fbfa37ea124df"", ""sales_value"": 7180.28, ""delivered_orders"": 32, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.5312500000000000, ""on_time_delivery_rate"": 96.88}"
14,"Seller Risk",470,"{""seller"": ""989becdce12ebc39863c2bceab6f3ca1"", ""sales_value"": 7117.42, ""delivered_orders"": 15, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.8000000000000000, ""on_time_delivery_rate"": 86.67}"
14,"Seller Risk",471,"{""seller"": ""4b5f66b7adcf57f1ecc0d3c07dd6b177"", ""sales_value"": 7115.96, ""delivered_orders"": 23, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0909090909090909, ""on_time_delivery_rate"": 95.65}"
14,"Seller Risk",472,"{""seller"": ""537eb890efff034a88679788b647c564"", ""sales_value"": 7093.44, ""delivered_orders"": 158, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.2389937106918239, ""on_time_delivery_rate"": 94.30}"
14,"Seller Risk",473,"{""seller"": ""3be634553519fb6536a03e1358e9fdc7"", ""sales_value"": 7034.75, ""delivered_orders"": 80, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0123456790123457, ""on_time_delivery_rate"": 91.25}"
14,"Seller Risk",474,"{""seller"": ""33c51922b6e3c16b24a8f28e5833c99d"", ""sales_value"": 7025.88, ""delivered_orders"": 18, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.2352941176470588, ""on_time_delivery_rate"": 94.44}"
14,"Seller Risk",475,"{""seller"": ""e9d99831abad74458942f21e16f33f92"", ""sales_value"": 6916.06, ""delivered_orders"": 130, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.9302325581395349, ""on_time_delivery_rate"": 89.23}"
14,"Seller Risk",476,"{""seller"": ""e8b4225284fbb02d16f200513f1f395d"", ""sales_value"": 6912.60, ""delivered_orders"": 30, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3000000000000000, ""on_time_delivery_rate"": 90.00}"
14,"Seller Risk",477,"{""seller"": ""6f892e20a171e98efe17fdb971ff319b"", ""sales_value"": 6906.49, ""delivered_orders"": 41, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1500000000000000, ""on_time_delivery_rate"": 90.24}"
14,"Seller Risk",478,"{""seller"": ""50c9975695009e5e6473912e83a6d1da"", ""sales_value"": 6883.95, ""delivered_orders"": 50, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.9387755102040816, ""on_time_delivery_rate"": 86.00}"
14,"Seller Risk",479,"{""seller"": ""b2479f944e1b90cf8a5de1bbfde284d6"", ""sales_value"": 6874.23, ""delivered_orders"": 101, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.4563106796116505, ""on_time_delivery_rate"": 86.14}"
14,"Seller Risk",480,"{""seller"": ""0bf0150d5b9d60d9cd2906003332f085"", ""sales_value"": 6872.34, ""delivered_orders"": 39, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.7894736842105263, ""on_time_delivery_rate"": 79.49}"
14,"Seller Risk",481,"{""seller"": ""91f848e9f4be368f4318775aac733370"", ""sales_value"": 6862.49, ""delivered_orders"": 60, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4067796610169492, ""on_time_delivery_rate"": 96.67}"
14,"Seller Risk",482,"{""seller"": ""bacb1f0ed56ad24198f5810d2b3fe9a5"", ""sales_value"": 6847.70, ""delivered_orders"": 38, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3243243243243243, ""on_time_delivery_rate"": 97.37}"
14,"Seller Risk",483,"{""seller"": ""dfc5fb7259bb2b599ca565e6e9448f0f"", ""sales_value"": 6845.98, ""delivered_orders"": 33, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1212121212121212, ""on_time_delivery_rate"": 96.97}"
14,"Seller Risk",484,"{""seller"": ""b6d44737c043328708f6749c2dbe50bd"", ""sales_value"": 6834.01, ""delivered_orders"": 61, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.5245901639344262, ""on_time_delivery_rate"": 93.44}"
14,"Seller Risk",485,"{""seller"": ""3ade81dab5a172b88e1871c28ae05260"", ""sales_value"": 6821.59, ""delivered_orders"": 28, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1851851851851852, ""on_time_delivery_rate"": 85.71}"
14,"Seller Risk",486,"{""seller"": ""3df020b72d3d44b3af9d110fa3940b65"", ""sales_value"": 6749.47, ""delivered_orders"": 55, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0545454545454545, ""on_time_delivery_rate"": 87.27}"
14,"Seller Risk",487,"{""seller"": ""f12ff17ad8bbf01ec5c33b17e506649b"", ""sales_value"": 6728.88, ""delivered_orders"": 28, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.8571428571428571, ""on_time_delivery_rate"": 89.29}"
14,"Seller Risk",488,"{""seller"": ""bba74270a87732727b5a3b4fd9ac1c39"", ""sales_value"": 6708.34, ""delivered_orders"": 35, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0571428571428571, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",489,"{""seller"": ""f181738b150df1f37cb0bd72e705b193"", ""sales_value"": 6632.75, ""delivered_orders"": 36, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4722222222222222, ""on_time_delivery_rate"": 88.89}"
14,"Seller Risk",490,"{""seller"": ""26d8a1c7c75d513045798992ead43aa2"", ""sales_value"": 6590.46, ""delivered_orders"": 34, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4117647058823529, ""on_time_delivery_rate"": 91.18}"
14,"Seller Risk",491,"{""seller"": ""dfa0c4c6229ab200a4a1336b4d7128ff"", ""sales_value"": 6544.21, ""delivered_orders"": 77, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0000000000000000, ""on_time_delivery_rate"": 96.10}"
14,"Seller Risk",492,"{""seller"": ""9baf5cb77970f539089d09a38bcec5c3"", ""sales_value"": 6521.34, ""delivered_orders"": 31, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4193548387096774, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",493,"{""seller"": ""98dac6635aee4995d501a3972e047414"", ""sales_value"": 6495.35, ""delivered_orders"": 89, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1477272727272727, ""on_time_delivery_rate"": 91.01}"
14,"Seller Risk",494,"{""seller"": ""dbd66278cbfe1aa1000f90a217ca4695"", ""sales_value"": 6472.77, ""delivered_orders"": 85, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.5058823529411765, ""on_time_delivery_rate"": 94.12}"
14,"Seller Risk",495,"{""seller"": ""0d85bbda9889ce1f7e63778d24f346eb"", ""sales_value"": 6469.70, ""delivered_orders"": 51, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.2000000000000000, ""on_time_delivery_rate"": 88.24}"
14,"Seller Risk",496,"{""seller"": ""02d35243ea2e497335cd0f076b45675d"", ""sales_value"": 6399.95, ""delivered_orders"": 14, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 2.6428571428571429, ""on_time_delivery_rate"": 64.29}"
14,"Seller Risk",497,"{""seller"": ""709e16e2b25c7474d980076c6bfc4806"", ""sales_value"": 6378.86, ""delivered_orders"": 60, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.5166666666666667, ""on_time_delivery_rate"": 96.67}"
14,"Seller Risk",498,"{""seller"": ""e62b2d6ac10570a035a30bafcf01d263"", ""sales_value"": 6375.47, ""delivered_orders"": 62, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.9661016949152542, ""on_time_delivery_rate"": 87.10}"
14,"Seller Risk",499,"{""seller"": ""1336efc61c316ddf92c899eb817f7cae"", ""sales_value"": 6355.29, ""delivered_orders"": 74, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0000000000000000, ""on_time_delivery_rate"": 90.54}"
14,"Seller Risk",500,"{""seller"": ""04aa0a1c5ce6b222003403a3e11c3cc0"", ""sales_value"": 6339.51, ""delivered_orders"": 11, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0909090909090909, ""on_time_delivery_rate"": 81.82}"
14,"Seller Risk",501,"{""seller"": ""f4c4daa86e30c7e5a553a8d518ac03a5"", ""sales_value"": 6324.50, ""delivered_orders"": 18, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0000000000000000, ""on_time_delivery_rate"": 94.44}"
14,"Seller Risk",502,"{""seller"": ""67bf6941ba2f1fa1d02c375766bc3e53"", ""sales_value"": 6319.94, ""delivered_orders"": 15, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3333333333333333, ""on_time_delivery_rate"": 86.67}"
14,"Seller Risk",503,"{""seller"": ""94e93ce877be27a515118dbfd2c2be41"", ""sales_value"": 6290.04, ""delivered_orders"": 29, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0357142857142857, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",504,"{""seller"": ""7d76b645482be4a332374e8223836592"", ""sales_value"": 6287.77, ""delivered_orders"": 172, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0000000000000000, ""on_time_delivery_rate"": 88.37}"
14,"Seller Risk",505,"{""seller"": ""83deb69e889cf80f82be1dc6d5f2d486"", ""sales_value"": 6276.65, ""delivered_orders"": 40, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3250000000000000, ""on_time_delivery_rate"": 95.00}"
14,"Seller Risk",506,"{""seller"": ""fc906263ca5083d09dce42fe02247800"", ""sales_value"": 6273.28, ""delivered_orders"": 112, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3805309734513274, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",507,"{""seller"": ""23613d49c3ac2bd302259e55c06c050c"", ""sales_value"": 6227.14, ""delivered_orders"": 69, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.8676470588235294, ""on_time_delivery_rate"": 85.51}"
14,"Seller Risk",508,"{""seller"": ""23c38debaffe4a25a30fdbd9b586a13f"", ""sales_value"": 6216.56, ""delivered_orders"": 41, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3170731707317073, ""on_time_delivery_rate"": 85.37}"
14,"Seller Risk",509,"{""seller"": ""f84fa566034f5e8e880a07ec624c56af"", ""sales_value"": 6204.33, ""delivered_orders"": 89, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.2555555555555556, ""on_time_delivery_rate"": 86.52}"
14,"Seller Risk",510,"{""seller"": ""4917cee8d902e13428c3ec4b1ca6f315"", ""sales_value"": 6178.34, ""delivered_orders"": 31, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1612903225806452, ""on_time_delivery_rate"": 96.77}"
14,"Seller Risk",511,"{""seller"": ""575df70bde3f9f2b30bf8d2e9910d725"", ""sales_value"": 6163.42, ""delivered_orders"": 27, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0740740740740741, ""on_time_delivery_rate"": 92.59}"
14,"Seller Risk",512,"{""seller"": ""afe0067131b73e40875c9b6c10bd2e21"", ""sales_value"": 6151.59, ""delivered_orders"": 45, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.2727272727272727, ""on_time_delivery_rate"": 95.56}"
14,"Seller Risk",513,"{""seller"": ""9674754b5a0cb32b638cec001178f799"", ""sales_value"": 6137.88, ""delivered_orders"": 84, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1379310344827586, ""on_time_delivery_rate"": 96.43}"
14,"Seller Risk",514,"{""seller"": ""d566c37fa119d5e66c4e9052e83ee4ea"", ""sales_value"": 6124.92, ""delivered_orders"": 65, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.6875000000000000, ""on_time_delivery_rate"": 96.92}"
14,"Seller Risk",515,"{""seller"": ""abcd2cb37d46c2c8fb1bf071c859fc5b"", ""sales_value"": 6121.84, ""delivered_orders"": 44, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3181818181818182, ""on_time_delivery_rate"": 95.45}"
14,"Seller Risk",516,"{""seller"": ""b39d7fe263ef469605dbb32608aee0af"", ""sales_value"": 6100.23, ""delivered_orders"": 43, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.9285714285714286, ""on_time_delivery_rate"": 95.35}"
14,"Seller Risk",517,"{""seller"": ""f680f85bee2d253556ac91be391d2c82"", ""sales_value"": 6077.34, ""delivered_orders"": 45, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3333333333333333, ""on_time_delivery_rate"": 97.78}"
14,"Seller Risk",518,"{""seller"": ""7e3f87d16fb353f408d467e74fbd8014"", ""sales_value"": 6068.37, ""delivered_orders"": 91, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1648351648351648, ""on_time_delivery_rate"": 87.91}"
14,"Seller Risk",519,"{""seller"": ""cc3d14116804f7209f3884f6367f1152"", ""sales_value"": 6060.59, ""delivered_orders"": 27, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.6296296296296296, ""on_time_delivery_rate"": 96.30}"
14,"Seller Risk",520,"{""seller"": ""8bb48dc19fccaa8613b6229bf7f452a2"", ""sales_value"": 6048.12, ""delivered_orders"": 82, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4216867469879518, ""on_time_delivery_rate"": 97.56}"
14,"Seller Risk",521,"{""seller"": ""e067ad2c1c0b48758eb1b5228bcf7a68"", ""sales_value"": 6047.91, ""delivered_orders"": 54, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1481481481481481, ""on_time_delivery_rate"": 90.74}"
14,"Seller Risk",522,"{""seller"": ""817245bcc3badd82bbd222e0366951a6"", ""sales_value"": 6044.83, ""delivered_orders"": 28, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1111111111111111, ""on_time_delivery_rate"": 96.43}"
14,"Seller Risk",523,"{""seller"": ""f67efa3f0b6761102a7f8c6b7b571f5d"", ""sales_value"": 6030.17, ""delivered_orders"": 31, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4838709677419355, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",524,"{""seller"": ""1bb2bdb95f4841f1bba2c0d2cd83d3c9"", ""sales_value"": 6023.93, ""delivered_orders"": 79, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.6329113924050633, ""on_time_delivery_rate"": 92.41}"
14,"Seller Risk",525,"{""seller"": ""45ba18c210d42734ec52c0c1c574e9ee"", ""sales_value"": 6023.77, ""delivered_orders"": 35, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1142857142857143, ""on_time_delivery_rate"": 94.29}"
14,"Seller Risk",526,"{""seller"": ""06579cb253ecd5a3a12a9e6eb6bf8f47"", ""sales_value"": 6007.97, ""delivered_orders"": 61, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1311475409836066, ""on_time_delivery_rate"": 86.89}"
14,"Seller Risk",527,"{""seller"": ""acce39e832338debb07b02385cde5967"", ""sales_value"": 5923.66, ""delivered_orders"": 44, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4772727272727273, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",528,"{""seller"": ""835f0f7810c76831d6c7d24c7a646d4d"", ""sales_value"": 5922.25, ""delivered_orders"": 42, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.3571428571428571, ""on_time_delivery_rate"": 69.05}"
14,"Seller Risk",529,"{""seller"": ""0176f73cc1195f367f7b32db1e5b3aa8"", ""sales_value"": 5915.27, ""delivered_orders"": 37, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1081081081081081, ""on_time_delivery_rate"": 89.19}"
14,"Seller Risk",530,"{""seller"": ""e06f09ec0a4aca210779cf1cfc63cf19"", ""sales_value"": 5901.41, ""delivered_orders"": 29, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.9677419354838710, ""on_time_delivery_rate"": 93.10}"
14,"Seller Risk",531,"{""seller"": ""5b179e9e8cc7ab6fd113a46ca584da81"", ""sales_value"": 5839.14, ""delivered_orders"": 34, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.6666666666666667, ""on_time_delivery_rate"": 91.18}"
14,"Seller Risk",532,"{""seller"": ""0cbcee27c791afa0cdcb08587a2013a8"", ""sales_value"": 5837.68, ""delivered_orders"": 37, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0000000000000000, ""on_time_delivery_rate"": 89.19}"
14,"Seller Risk",533,"{""seller"": ""8b9d6eec4a7eb7d0f9d579ce0b38324d"", ""sales_value"": 5826.85, ""delivered_orders"": 48, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0625000000000000, ""on_time_delivery_rate"": 83.33}"
14,"Seller Risk",534,"{""seller"": ""30a2f535bb48308f991d0b9ad4a8c4bb"", ""sales_value"": 5815.36, ""delivered_orders"": 71, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.2916666666666667, ""on_time_delivery_rate"": 97.18}"
14,"Seller Risk",535,"{""seller"": ""916c9de0b5ad957346eeeb12f332687e"", ""sales_value"": 5814.27, ""delivered_orders"": 22, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.5454545454545455, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",536,"{""seller"": ""b561927807645834b59ef0d16ba55a24"", ""sales_value"": 5807.03, ""delivered_orders"": 85, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.3411764705882353, ""on_time_delivery_rate"": 85.88}"
14,"Seller Risk",537,"{""seller"": ""3c7c4a49ec3c6550809089c6a2ca9370"", ""sales_value"": 5799.21, ""delivered_orders"": 139, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.6714285714285714, ""on_time_delivery_rate"": 92.09}"
14,"Seller Risk",538,"{""seller"": ""3ab971ce71839580d2ae5b4e40fe8044"", ""sales_value"": 5797.25, ""delivered_orders"": 35, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.9117647058823529, ""on_time_delivery_rate"": 91.43}"
14,"Seller Risk",539,"{""seller"": ""cfa5ab0e4d3fc212fd0b3410e7081c62"", ""sales_value"": 5796.29, ""delivered_orders"": 15, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.8666666666666667, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",540,"{""seller"": ""55d3daac7c404d59e51c2aa2f4dc5a23"", ""sales_value"": 5790.48, ""delivered_orders"": 21, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0952380952380952, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",541,"{""seller"": ""02ecc2a19303f05e59ce133fd923fff7"", ""sales_value"": 5742.40, ""delivered_orders"": 21, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.6190476190476190, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",542,"{""seller"": ""bbad7e518d7af88a0897397ffdca1979"", ""sales_value"": 5741.24, ""delivered_orders"": 68, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.1791044776119403, ""on_time_delivery_rate"": 83.82}"
14,"Seller Risk",543,"{""seller"": ""f789d2c4f2c2eb38fc4373e7a4b35264"", ""sales_value"": 5733.24, ""delivered_orders"": 44, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1590909090909091, ""on_time_delivery_rate"": 95.45}"
14,"Seller Risk",544,"{""seller"": ""099095b050cfe8eb1ddff5317587e96e"", ""sales_value"": 5705.93, ""delivered_orders"": 16, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.3750000000000000, ""on_time_delivery_rate"": 81.25}"
14,"Seller Risk",545,"{""seller"": ""1a932caad4f9d804097d7f8e615baed1"", ""sales_value"": 5701.45, ""delivered_orders"": 20, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.9000000000000000, ""on_time_delivery_rate"": 80.00}"
14,"Seller Risk",546,"{""seller"": ""2ff97219cb8622eaf3cd89b7d9c09824"", ""sales_value"": 5698.70, ""delivered_orders"": 87, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.5402298850574713, ""on_time_delivery_rate"": 94.25}"
14,"Seller Risk",547,"{""seller"": ""5bffbafbb22daf6d3bfc216a46db8708"", ""sales_value"": 5694.20, ""delivered_orders"": 21, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.7619047619047619, ""on_time_delivery_rate"": 100.00}"
14,"Seller Risk",548,"{""seller"": ""9add47bf45ce8e8c7db6b9cf670b1e09"", ""sales_value"": 5689.20, ""delivered_orders"": 41, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.2250000000000000, ""on_time_delivery_rate"": 97.56}"
14,"Seller Risk",549,"{""seller"": ""822bad9bc42b51213ba522fe87b7ab5d"", ""sales_value"": 5687.34, ""delivered_orders"": 18, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1111111111111111, ""on_time_delivery_rate"": 72.22}"
14,"Seller Risk",550,"{""seller"": ""582d4f8675b945722eda7c0cb61ba4c7"", ""sales_value"": 5683.93, ""delivered_orders"": 59, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1525423728813559, ""on_time_delivery_rate"": 98.31}"
14,"Seller Risk",551,"{""seller"": ""fcdd820084f17e9982427971e4e9d47f"", ""sales_value"": 5665.74, ""delivered_orders"": 16, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.9375000000000000, ""on_time_delivery_rate"": 87.50}"
14,"Seller Risk",552,"{""seller"": ""cac4c8e7b1ca6252d8f20b2fc1a2e4af"", ""sales_value"": 5658.70, ""delivered_orders"": 74, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.5675675675675676, ""on_time_delivery_rate"": 77.03}"
14,"Seller Risk",553,"{""seller"": ""f7496d659ca9fdaf323c0aae84176632"", ""sales_value"": 5641.93, ""delivered_orders"": 25, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.5600000000000000, ""on_time_delivery_rate"": 92.00}"
14,"Seller Risk",554,"{""seller"": ""fad44952713764836814be105382aee5"", ""sales_value"": 5636.88, ""delivered_orders"": 32, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.2812500000000000, ""on_time_delivery_rate"": 96.88}"
14,"Seller Risk",555,"{""seller"": ""2a7dc43cecabf23403078e2188437d1d"", ""sales_value"": 5629.62, ""delivered_orders"": 52, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0961538461538462, ""on_time_delivery_rate"": 92.31}"
14,"Seller Risk",556,"{""seller"": ""ad420dd0c4f92f8af951ac24b86d0cf5"", ""sales_value"": 5618.40, ""delivered_orders"": 42, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1250000000000000, ""on_time_delivery_rate"": 92.86}"
14,"Seller Risk",557,"{""seller"": ""11bfa66332777660bd0640ee84d47006"", ""sales_value"": 5608.54, ""delivered_orders"": 76, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.8831168831168831, ""on_time_delivery_rate"": 84.21}"
14,"Seller Risk",558,"{""seller"": ""a3f0b55de503387383c7b1de3ad7f678"", ""sales_value"": 5577.74, ""delivered_orders"": 24, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4166666666666667, ""on_time_delivery_rate"": 95.83}"
14,"Seller Risk",559,"{""seller"": ""cc5a78bbad32776dc4e3af205218368c"", ""sales_value"": 5573.35, ""delivered_orders"": 33, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.4545454545454545, ""on_time_delivery_rate"": 96.97}"
14,"Seller Risk",560,"{""seller"": ""ef990a83bbea832f36ebe81376335aa8"", ""sales_value"": 5557.24, ""delivered_orders"": 43, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.6279069767441860, ""on_time_delivery_rate"": 74.42}"
14,"Seller Risk",561,"{""seller"": ""e0878efa0e0b7e5313ac0b43bc04c081"", ""sales_value"": 5542.53, ""delivered_orders"": 26, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.6296296296296296, ""on_time_delivery_rate"": 80.77}"
14,"Seller Risk",562,"{""seller"": ""822166ed1e47908f7cfb49946d03c726"", ""sales_value"": 5535.95, ""delivered_orders"": 69, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.0000000000000000, ""on_time_delivery_rate"": 98.55}"
14,"Seller Risk",563,"{""seller"": ""4bf2f4ee540798a61f9636d12cd9cc80"", ""sales_value"": 5501.01, ""delivered_orders"": 29, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 4.1379310344827586, ""on_time_delivery_rate"": 96.55}"
14,"Seller Risk",564,"{""seller"": ""d379f449f2a3b271bc01c0782020f705"", ""sales_value"": 5499.80, ""delivered_orders"": 28, ""seller_risk_level"": ""Lower Risk"", ""average_review_score"": 3.8928571428571429, ""on_time_delivery_rate"": 96.43}"
